patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
cab63107-6fd6-4b3a-b2dd-9456bb7b6c05,Quý ông Anh Nguyễn,214682933415,21/01/1984,0775197224,fmai@example.net,"209 Hoàng ĐườQuang Phú Trần, 693022",Huyết áp cao,8.41,Nhật Lê,06/03/2026
58c88c48-3ced-4d1f-93eb-22c9beced21a,Tú Trần Đặng,332267730021,12/04/1996,0989199411,janetran@example.net,"10 Anh Quang Trần, 617033",Tim mạch,8.66,Thành Hữu Trần,10/06/2026
93fb71d0-dd32-4d9c-89ea-356a7abfcebf,Chị Nhật Phạm,201001900039,15/01/1940,0925797152,phamjane@example.org,"21 Tú Đức Đặng JohnXã, 555292",Khỏe mạnh,3.81,Cô Hà Đặng,09/02/2026
b27b7bb4-68c6-40b2-b0a2-cee8f9722cc1,Bà Hạnh Phạm,700359409209,28/10/1967,0772770677,john50@example.org,"050 An Mai Bảo Mai, 126985",Tim mạch,5.39,Chị Dương Vũ,16/01/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Bà Duyên Vũ,935694959513,24/11/1947,0372588487,john52@example.org,"477 Bảo Phú Bùi phố, 800596",Khỏe mạnh,4.13,Tùng Bảo Hoàng,14/02/2026
6319629b-d73e-4bb9-8f9c-a17b8db8dadf,Hưng Hữu Nguyễn,581836224053,25/07/1967,0874866450,kbui@example.com,"9 Ông Hưng Phạm, 232315",Tiểu đường,11.34,Hồng Trần,13/05/2026
d2938e6e-ff4d-4930-b3b0-fb536f75ee8a,Ánh Bùi,101083642515,04/05/1947,0384158085,jane15@example.net,"7 Ngọc Bùi, 694116",Tiểu đường,11.32,Hà Hoàng,01/06/2026
de12dbf1-493d-4196-8926-a02119da8262,Hạnh Phú Đặng,943715402269,31/07/2001,0390016804,johnle@example.net,"653 Châu Mai, 957091",Tiểu đường,9.37,Khoa Vũ,13/06/2026
af527666-b239-49f4-9bb5-46457ddac1b6,Thảo Nguyễn,978211124757,21/05/1976,0903286196,janevu@example.com,"736 Bác Nhiên Nguyễn, 844037",Tim mạch,9.86,Bảo Văn Lê,07/02/2026
d6441a9d-3362-4476-953a-e57fe00bd534,Yến Đặng,559457964482,13/08/1997,0916381566,buijohn@example.org,"6 Chị Kim Lê, 567773",Tiểu đường,10.43,Quý cô Khoa Mai,09/03/2026
e4fd6c34-d670-4a21-a9dc-073e5820b3f2,Kim Bùi,773324682612,25/03/1939,0524099428,jane31@example.net,"334 Mai ĐườXuân Đặng, 281614",Tim mạch,11.93,Mai Vũ,29/04/2026
b676291d-4e32-4b4b-b168-c605ce1a1669,Nhật Hoàng Đặng,411827211757,14/12/1982,0949213752,tranjane@example.org,"1 Bác Phúc Nguyễn, 166938",Huyết áp cao,8.24,Anh Tấn Vũ,20/02/2026
e4729be5-f3c2-444a-b60a-3dcca7f77451,Nhật Tấn Hoàng,095866849322,23/11/2005,0820758225,jane49@example.net,"0 Bà Linh Mai, 872519",Tim mạch,10.11,Duyên Hoàng,08/06/2026
b69f5eab-b9ff-4c29-97d9-cbb0309e47ba,Nhật Mai Đặng,963779572649,15/07/2004,0705803830,tle@example.net,"4 Trọng Đặng, 422002",Tiểu đường,8.62,Thành Phú Vũ,24/04/2026
1e26ed31-d9e9-4758-b6b9-04364b46ef33,ÔNhật Phạm,751072755371,09/03/1945,0739945759,sbui@example.com,"4 Hạnh Trần xã, 697062",Tiểu đường,4.0,Anh Dũng Lê,01/06/2026
a18b5d15-5527-4407-bcd2-192f14b00f62,Bảo Hải Mai,985372669803,19/02/1936,0810231251,janeduong@example.org,"12 Hạnh Đức Đặng, 104895",Huyết áp cao,11.45,Vân Phạm,22/05/2026
e45a87e8-039a-4ed5-b337-b2615f8392d5,Chị Nhật Phạm,159577545992,20/01/1936,0374191215,vujane@example.com,"9 Tú Tấn Dương xã, 863187",Tiểu đường,6.52,Huy Trí Đặng,25/06/2026
303cb04b-c007-4336-9bf7-dda17d7c59a5,Trung Hữu Trần,109342211525,09/01/1966,0755800656,pdang@example.org,"06 Mai ĐườQuý cô Nhật Mai phố, 823255",Tim mạch,10.91,Kim Dương,15/03/2026
797209c0-40b3-44f8-8c1a-b2c71fa3ed1f,Chi Dương,491478158560,22/06/1976,0342595695,john69@example.org,"18 Bà Mai Trần JohnXã, 309452",Huyết áp cao,6.4,Minh Phạm,11/03/2026
290e3e89-4b9c-42f4-a8e5-c8cdb4146e4a,Bà Nhật Mai,685870010963,05/10/1963,0804066384,dhoang@example.com,"972 Huy Phạm, 410401",Tiểu đường,9.67,Bảo Nguyễn,20/01/2026
0a190939-dfc7-4b26-acb9-41fcd02c75f9,Bà Dương Dương,255992604276,21/06/1993,0385046477,john21@example.net,"57 Huy Hải Nguyễn, 520245",Tiểu đường,5.4,Nhật Đức Bùi,14/05/2026
6bf7240f-ccc6-4fed-ba6e-43d0d9c59cd9,Chị Mai Bùi,540995269754,09/03/1957,0573691729,rle@example.net,"6 Hoàng ĐườChị Vi Mai phố, 531262",Tiểu đường,5.49,Ông Vũ Vũ,08/05/2026
de4b061e-b45e-4463-832a-09e05071e5f0,Nhật Bảo Hoàng,575635646271,15/06/1948,0355165074,duongjohn@example.net,"890 Bà Lan Bùi, 887931",Khỏe mạnh,5.68,Bác Quang Đặng,24/02/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Trung Đặng,530857956790,22/12/1997,0919769156,ymai@example.org,"17 Hạnh Đức Mai, 675771",Tim mạch,6.2,Ánh Trần,03/06/2026
a335b2c8-9e7b-4e95-b692-641a9aad10ce,Bà Thành Mai,898744532233,24/08/1963,0814075925,jane66@example.org,"89 Ông Quang Dương, 457938",Huyết áp cao,6.94,Khoa Phú Trần,09/01/2026
23f47a55-7e0f-40b2-aa06-1609e599bd3c,Hà Đức Hoàng,794789838532,27/02/1962,0543624888,nguyenjane@example.com,"5 Khoa Mai, 717942",Huyết áp cao,7.29,Quý cô An Mai,23/05/2026
6ecca931-ef70-4d01-8da0-3d880c6f3051,Hải Phạm,612940033959,18/12/1952,0898868823,opham@example.org,"3 Chị Lâm Phạm, 244892",Tim mạch,10.15,Khoa Thế Mai,17/06/2026
ef7db821-bca0-458e-b63d-65d5505c7527,Yến Lê,707389263706,15/01/1975,0902883013,sdang@example.org,"1 Quang Trần, 947568",Tim mạch,11.71,Vân Trần,05/01/2026
ab95c72f-0d95-4af5-a534-21bc6180b78a,Bảo Hữu Dương,193413667471,25/05/1957,0892390539,janeduong@example.org,"0 Anh Hưng Dương JohnXã, 922405",Tiểu đường,6.97,Hưng Bùi,17/03/2026
f9cf8499-c9c1-4d45-b4ea-6b976aa415b5,An Hoàng,829734333476,13/09/1969,0857774693,buijane@example.org,"8 Kim Đức Trần, 178086",Tim mạch,10.63,Chị Nhật Mai,24/01/2026
4773e66a-6db2-4020-8a67-01436090103c,Khoa Mai Bảo Dương,105065204122,14/03/1970,0305565812,vvu@example.net,"590 Chị Chi Vũ, 645895",Tiểu đường,5.55,Phương Lê,22/03/2026
1789be63-6746-4743-897b-303d8b074d1a,Châu Quang Dương,849610844047,20/07/1980,0792994008,maijane@example.org,"573 Nam Trí Phạm, 369054",Tiểu đường,6.56,Nam Mai,09/06/2026
cd8565ce-83a9-4235-9ffd-4015c53f1db3,Quý ôHải Lê,253229611220,10/09/1961,0884453023,jane54@example.com,"361 Ánh Trần JanePhường, 447828",Tim mạch,4.19,Hương Trần,11/01/2026
8ede9b46-407d-4aff-8b51-a9112d90e4ee,Bảo Phạm,939225506479,11/09/1970,0808203913,johnle@example.net,"618 Bác Tùng Trần, 925115",Tim mạch,5.15,Trọng Trần,24/02/2026
61a451ff-700b-4b43-ad3b-9d13c3e90323,Hà Hữu Phạm,625290963098,07/10/1956,0954671924,john93@example.org,"50 Cô Phương Hoàng, 320256",Huyết áp cao,9.99,Trung Bảo Mai,28/01/2026
9dec2b83-3885-4f7e-af1a-25a829344e15,An Văn Phạm,016682479782,05/03/1960,0388195660,john25@example.net,"1 Thảo Lê, 234443",Tim mạch,11.72,Cô Thảo Hoàng,14/01/2026
7c6166df-515a-4b43-b189-1f48e66e2c11,Vũ Trí Trần,947381293544,26/03/1956,0867322893,dangjane@example.org,"6 Bác Khoa Phạm, 566991",Tim mạch,4.6,Khoa Mai Bảo Mai,22/01/2026
14fc3a5d-9b4b-4377-a542-deb92cff45f8,Châu Phạm,372983718242,24/03/1962,0916469587,johnpham@example.com,"3 Bà Lâm Vũ, 909652",Tiểu đường,4.43,Hoàng Dương,08/04/2026
5d264b1b-6593-4659-972e-8c6882aa5c46,Phương Đặng,955999769818,24/01/1958,0714991732,hoangjane@example.org,"7 Chị Ngọc Trần, 377198",Tim mạch,9.6,Quang Thị Phạm,11/04/2026
635a11f2-5c7a-483d-8a9d-2704e860bcb1,Quý ôLâm Dương,635141961465,07/08/1979,0886660105,johnvu@example.com,"65 Chị Lâm Phạm JaneHuyện, 610511",Khỏe mạnh,5.77,Ông Minh Lê,27/03/2026
83b8fa05-13bc-4dc6-bae0-acdb2a6524af,Khoa Tấn Lê,436459598114,06/12/1960,0578527764,vujane@example.org,"51 Hạnh Lê phố, 355506",Tim mạch,5.83,Lan Hoàng,26/04/2026
833c8f55-a129-4fa2-a27d-4660293fc266,Hà Hoàng Trần,728002049263,25/06/1955,0917841811,hoangjohn@example.com,"9 An Tấn Đặng, 278852",Khỏe mạnh,3.91,Quý cô Duyên Lê,04/06/2026
2e8ff5a8-c47a-4b7e-9209-383b95284c0a,Trọng Hải Phạm,983130186699,18/03/1997,0543411077,jane64@example.org,"886 Hà Vũ, 627778",Tiểu đường,9.24,Hà Dương,09/05/2026
8a0ea57a-9a7d-409d-a6e8-790b215d3b1f,Cô Ngọc Phạm,682625281637,17/07/2006,0361839369,john41@example.org,"65 Cô Xuân Vũ, 187889",Tiểu đường,6.88,Trọng Mai,21/03/2026
b58ac738-0166-4221-b063-ae7f41ff81d1,Cô Vi Vũ,047983701527,13/07/1951,0772390764,janetran@example.com,"12 Thành Đặng, 483405",Khỏe mạnh,8.61,Thành Phạm,22/03/2026
7b8301cf-8ebc-4d7e-88a6-5b858d56bff6,Quý cô Hạnh Mai,223431510015,01/05/2001,0723705489,phamjohn@example.com,"1 Yến Vũ, 939756",Huyết áp cao,8.93,Lan Bùi,04/05/2026
d2c0dec2-1751-44d7-8deb-2696015aba1d,Vân Nguyễn,800677098504,28/06/1947,0935868749,zpham@example.com,"6 Chị Kim Trần xã, 111230",Huyết áp cao,8.39,Bà Mai Nguyễn,02/06/2026
b2cd9a0a-840c-4cb0-82b3-43849979cf26,Chị Khoa Dương,302829689000,14/06/1984,0331779081,john29@example.org,"JanePhường
93 Khoa Vũ, 676289",Khỏe mạnh,7.92,Tùng Hoàng,09/03/2026
46c937e0-d0c5-4550-b69a-053958f42098,Chị Xuân Phạm,795980408882,16/02/1936,0335262691,jane37@example.com,"18 Quý cô Vi Trần, 607122",Khỏe mạnh,3.73,Bà Vi Dương,13/05/2026
dcad8ec2-963a-4333-a582-95dc75f1c654,Cô Mai Nguyễn,077852565785,01/08/1970,0576875102,buijohn@example.com,"58 Bảo Dương, 806423",Huyết áp cao,7.08,Vũ Xuân Dương,02/03/2026
92ded495-e4f1-48e8-b7f3-f32b5a81762a,Bác Hưng Lê,331173447012,29/05/2003,0528102356,jane41@example.net,"952 Kim Hoàng Bùi, 144316",Tiểu đường,3.8,Bác Trọng Đặng,06/04/2026
e5a1c6e4-e188-4146-bc40-a3d4e5eb4549,Nhật Bùi,093103056590,21/01/2005,0759839994,johnle@example.com,"80 Vân Dương, 643377",Tim mạch,4.79,Bác Nam Nguyễn,11/05/2026
19ca9c1b-94bc-447a-a122-318935f3de4a,Kim Lê,845500536508,08/04/1971,0822526544,janemai@example.org,"63 Bảo Phạm, 288627",Huyết áp cao,11.83,Chị Hà Vũ,06/06/2026
db370ca7-6ea5-4341-8e2a-c3ff3c5dba42,Quý cô Kim Nguyễn,890671057175,13/11/1999,0857035353,johnhoang@example.net,"44 Vũ Hữu Hoàng JohnHuyện, 599687",Tim mạch,9.16,Nhật Đặng,20/02/2026
8eb7c306-8f73-498e-9c3d-0d5f5c6801d6,Cô Vân Đặng,391470243104,14/07/1991,0347538753,jane89@example.com,"55 Cô Yến Nguyễn, 762398",Tim mạch,11.66,Chị Hải Đặng,23/03/2026
679f2f42-9256-4707-9cc0-5b67a19b224a,Chị Thành Dương,794534587999,05/04/1982,0543210410,maijohn@example.com,"6 Chị Phương Nguyễn, 292818",Huyết áp cao,11.47,Lan Phạm,09/05/2026
b360dfaa-be6e-4d47-b0c0-804b406bf02d,Quý cô Ánh Đặng,542068706017,13/07/1989,0541025270,upham@example.net,"81 Trọng Bảo Đặng, 359414",Khỏe mạnh,4.39,Bảo Lê,26/01/2026
075072d6-2bac-4712-96a9-19e886d895e5,Ánh Lê,649667205286,02/10/1979,0746755894,xdang@example.com,"8 Linh Đặng, 665883",Khỏe mạnh,8.53,Cô Chi Vũ,13/03/2026
4db6f475-27dd-4ac4-8282-b6e46986305a,Tùng Lê,924695853395,16/01/1954,0719136829,john75@example.org,"40 Châu Trần xã, 687783",Tim mạch,9.3,Kim Hải Lê,19/05/2026
d413c850-63c4-476d-a55f-a725bcb3c168,Lâm Đức Trần,052362085805,16/12/1992,0761231780,gbui@example.org,"31 Cô Thảo Bùi JaneHuyện, 834498",Tiểu đường,8.42,Anh Dũng Nguyễn,30/01/2026
05aa5eab-88f3-47ea-b83f-52740cb4afe1,Anh Khoa Hoàng,374577668092,05/07/1952,0580732301,jane46@example.net,"564 Quý ông Huy Nguyễn, 158760",Huyết áp cao,8.65,Thành Trần,16/04/2026
e54c8739-3133-439e-ae7d-952b785b8a07,Ông Nhiên Lê,526284328682,03/02/1952,0867302502,wbui@example.org,"718 Chị Vi Dương, 759726",Khỏe mạnh,7.32,Yến Mai,12/04/2026
a3760c2d-7b31-4cdc-80d9-1a8e1f44aa88,Anh Huy Mai,567309126043,01/08/1942,0847281999,janehoang@example.org,"491 Linh Hoàng, 908239",Huyết áp cao,8.07,Lâm Lê,08/04/2026
56a2d49d-9e5f-4273-af9a-116817661795,Ngọc Đặng,113526836404,10/06/1956,0950913611,dduong@example.net,"30 Quý cô Ngọc Dương, 840951",Tim mạch,6.56,Bác Tùng Dương,06/02/2026
59008d65-8b2a-4759-afc6-c4e691135d7e,Trung Thế Mai,792912545827,25/04/1957,0815473042,john81@example.net,"5 Bác Quang Nguyễn JaneXã, 350385",Tim mạch,8.71,Vũ Hữu Phạm,12/04/2026
8d2cfe83-c407-4654-bf5f-61aaaee7c7a5,Phúc Đức Trần,420183794460,27/04/1979,0810117495,johnnguyen@example.com,"031 Phương Dương JaneXã, 754280",Tiểu đường,3.56,Hưng Đặng,12/02/2026
03599c6d-1224-4bd2-b7c4-b3ee9b1fc6d1,Hồng Trần,999438833336,13/03/1999,0597092613,dbui@example.com,"4 Anh Quang Đặng phố, 860397",Khỏe mạnh,10.0,Quý cô Mai Phạm,13/04/2026
a0154d65-91ed-454a-bfae-ef01a8290f3c,Quý ông Châu Mai,643648056669,18/03/1984,0824276135,hduong@example.net,"5 Huy Xuân Dương, 532373",Khỏe mạnh,10.73,Nhật Tấn Hoàng,16/02/2026
60042231-36c3-4e85-8bae-295e902a405c,Hương Trần,670911344266,25/05/1996,0590520649,janetran@example.org,"Anh Quang Lê
350 Anh Quang Lê, 198867",Tiểu đường,9.27,Chi Đặng,31/01/2026
e3be7ca0-5df9-44fb-83d6-43ed236eb832,Nhật Trần,209983774903,01/01/1948,0989031737,atran@example.org,"27 Linh Bùi, 908348",Khỏe mạnh,10.34,Quang Bảo Bùi,18/06/2026
3a0a2b59-c538-4872-9eaa-543e1edbbe71,Duyên Trần,908356566461,10/11/1942,0878893045,buijane@example.org,"067 Quý cô Linh Vũ, 238610",Tim mạch,11.79,Vũ Mai Bảo Hoàng,25/05/2026
4336ffe5-6631-46a7-8c53-b74c0c9fa6e6,Phúc Mai Bảo Hoàng,099748601963,17/08/1994,0740244110,duongjane@example.com,"9 Bảo Mai, 817999",Tiểu đường,8.85,Hà Bùi,24/03/2026
521be8c2-30c3-4f8a-992a-b43d5d822e3a,Quý ông Nam Dương,819963300682,12/07/1958,0968603279,ftran@example.org,"521 Bà Thành Hoàng, 827497",Tim mạch,7.58,Hạnh Dương,02/04/2026
bd717da3-3581-4632-94f5-df7005d2d205,Anh Trung Đặng,102083924215,11/09/1970,0345831497,janele@example.net,"98 Phúc Đức Vũ, 747983",Khỏe mạnh,9.45,Hưng Dương,08/05/2026
637e3f94-110c-4d92-8222-305df1f71605,Chị Ngọc Hoàng,226330744896,02/02/1938,0745372270,janenguyen@example.com,"Phúc Nguyễn
387 Phúc Nguyễn, 655132",Tiểu đường,9.16,Dũng Dương,18/03/2026
58c69158-04b4-4ac9-a831-7f0dbe9063fb,Cô Phương Mai,521160593750,18/09/2003,0785553592,janetran@example.org,"256 Ông Quang Nguyễn JohnXã, 260169",Huyết áp cao,6.28,Hạnh Tấn Dương,16/04/2026
2379c05f-a708-4280-b4ee-0b6721bbd183,Hạnh Phạm,362161353084,25/11/1953,0850100135,wle@example.com,"881 Thảo Bùi xã, 418083",Khỏe mạnh,6.27,Bác Hoàng Phạm,21/01/2026
